947944.562650 3098.966100 -9999.000000
947946.562650 3098.966100 -9999.000000
947948.562650 3098.966100 -9999.000000
947950.562650 3098.966100 -9999.000000
947952.562650 3098.966100 -9999.000000
947954.562650 3098.966100 -9999.000000
947956.562650 3098.966100 -9999.000000
947958.562650 3098.966100 -9999.000000
947960.562650 3098.966100 -9999.000000
947962.562650 3098.966100 -9999.000000
947964.562650 3098.966100 -9999.000000
947966.562650 3098.966100 -9999.000000
947968.562650 3098.966100 -9999.000000
947970.562650 3098.966100 -9999.000000
947972.562650 3098.966100 -9999.000000
947974.562650 3098.966100 -9999.000000
947976.562650 3098.966100 -9999.000000
947978.562650 3098.966100 -9999.000000
947980.562650 3098.966100 -9999.000000
947982.562650 3098.966100 -9999.000000
947984.562650 3098.966100 -9999.000000
947986.562650 3098.966100 -9999.000000
947988.562650 3098.966100 -9999.000000
947990.562650 3098.966100 -9999.000000
947992.562650 3098.966100 -9999.000000
947994.562650 3098.966100 -9999.000000
947996.562650 3098.966100 -9999.000000
947998.562650 3098.966100 -9999.000000
948000.562650 3098.966100 -9999.000000
948002.562650 3098.966100 -9999.000000
948004.562650 3098.966100 -9999.000000
948006.562650 3098.966100 -9999.000000
948008.562650 3098.966100 -9999.000000
948010.562650 3098.966100 -9999.000000
948012.562650 3098.966100 -9999.000000
948014.562650 3098.966100 -9999.000000
948016.562650 3098.966100 -9999.000000
948018.562650 3098.966100 -9999.000000
948020.562650 3098.966100 -9999.000000
948022.562650 3098.966100 -9999.000000
948024.562650 3098.966100 -9999.000000
948026.562650 3098.966100 -9999.000000
948028.562650 3098.966100 -9999.000000
948030.562650 3098.966100 -9999.000000
948032.562650 3098.966100 -9999.000000
948034.562650 3098.966100 -9999.000000
948036.562650 3098.966100 -9999.000000
948038.562650 3098.966100 -9999.000000
948040.562650 3098.966100 -9999.000000
948042.562650 3098.966100 -9999.000000
948044.562650 3098.966100 -9999.000000
948046.562650 3098.966100 -9999.000000
948048.562650 3098.966100 -9999.000000
948050.562650 3098.966100 -9999.000000
948052.562650 3098.966100 -9999.000000
948054.562650 3098.966100 -9999.000000
948056.562650 3098.966100 -9999.000000
948058.562650 3098.966100 -9999.000000
948060.562650 3098.966100 -9999.000000
948062.562650 3098.966100 -9999.000000
948064.562650 3098.966100 -9999.000000
948066.562650 3098.966100 -9999.000000
948068.562650 3098.966100 -9999.000000
948070.562650 3098.966100 -9999.000000
948072.562650 3098.966100 -9999.000000
948074.562650 3098.966100 -9999.000000
948076.562650 3098.966100 -9999.000000
948078.562650 3098.966100 -9999.000000
948080.562650 3098.966100 -9999.000000
948082.562650 3098.966100 -9999.000000
948084.562650 3098.966100 -9999.000000
948086.562650 3098.966100 -9999.000000
948088.562650 3098.966100 -9999.000000
948090.562650 3098.966100 -9999.000000
948092.562650 3098.966100 -9999.000000
948094.562650 3098.966100 -9999.000000
948096.562650 3098.966100 -9999.000000
948098.562650 3098.966100 -9999.000000
948100.562650 3098.966100 -9999.000000
948102.562650 3098.966100 -9999.000000
948104.562650 3098.966100 -9999.000000
948106.562650 3098.966100 -9999.000000
948108.562650 3098.966100 -9999.000000
948110.562650 3098.966100 -9999.000000
948112.562650 3098.966100 -9999.000000
948114.562650 3098.966100 -9999.000000
948116.562650 3098.966100 -9999.000000
948118.562650 3098.966100 -9999.000000
948120.562650 3098.966100 -9999.000000
948122.562650 3098.966100 -9999.000000
948124.562650 3098.966100 -9999.000000
948126.562650 3098.966100 -9999.000000
948128.562650 3098.966100 -9999.000000
948130.562650 3098.966100 -9999.000000
948132.562650 3098.966100 -9999.000000
948134.562650 3098.966100 -9999.000000
948136.562650 3098.966100 -9999.000000
948138.562650 3098.966100 -9999.000000
948140.562650 3098.966100 -9999.000000
948142.562650 3098.966100 -9999.000000
948144.562650 3098.966100 -9999.000000
948146.562650 3098.966100 -9999.000000
948148.562650 3098.966100 -9999.000000
948150.562650 3098.966100 -9999.000000
948152.562650 3098.966100 -9999.000000
948154.562650 3098.966100 -9999.000000
948156.562650 3098.966100 -9999.000000
948158.562650 3098.966100 -9999.000000
948160.562650 3098.966100 -9999.000000
948162.562650 3098.966100 -9999.000000
948164.562650 3098.966100 -9999.000000
948166.562650 3098.966100 -9999.000000
948168.562650 3098.966100 -9999.000000
948170.562650 3098.966100 -9999.000000
948172.562650 3098.966100 -9999.000000
948174.562650 3098.966100 -9999.000000
948176.562650 3098.966100 -9999.000000
948178.562650 3098.966100 -9999.000000
948180.562650 3098.966100 -9999.000000
948182.562650 3098.966100 -9999.000000
948184.562650 3098.966100 -9999.000000
948186.562650 3098.966100 -9999.000000
948188.562650 3098.966100 -9999.000000
948190.562650 3098.966100 -9999.000000
948192.562650 3098.966100 -9999.000000
948194.562650 3098.966100 -9999.000000
948196.562650 3098.966100 -9999.000000
948198.562650 3098.966100 -9999.000000
948200.562650 3098.966100 -9999.000000
948202.562650 3098.966100 -9999.000000
948204.562650 3098.966100 -9999.000000
948206.562650 3098.966100 -9999.000000
948208.562650 3098.966100 -9999.000000
948210.562650 3098.966100 -9999.000000
948212.562650 3098.966100 -9999.000000
948214.562650 3098.966100 0.000000
948216.562650 3098.966100 0.000000
948218.562650 3098.966100 0.000000
948220.562650 3098.966100 0.000000
948222.562650 3098.966100 0.000000
948224.562650 3098.966100 0.000000
948226.562650 3098.966100 0.000000
948228.562650 3098.966100 0.000000
948230.562650 3098.966100 0.000000
948232.562650 3098.966100 0.000000
948234.562650 3098.966100 0.000000
948236.562650 3098.966100 0.000000
948238.562650 3098.966100 0.000000
948240.562650 3098.966100 0.000000
948242.562650 3098.966100 0.000000
948244.562650 3098.966100 0.000000
948246.562650 3098.966100 0.000000
948248.562650 3098.966100 0.000000
948250.562650 3098.966100 0.000000
948252.562650 3098.966100 0.000000
948254.562650 3098.966100 0.000000
948256.562650 3098.966100 0.000000
948258.562650 3098.966100 0.000000
948260.562650 3098.966100 0.000000
948262.562650 3098.966100 0.000000
948264.562650 3098.966100 0.000000
948266.562650 3098.966100 0.000000
948268.562650 3098.966100 0.000000
948270.562650 3098.966100 0.000000
947816.562650 3100.966100 -2.600000
947818.562650 3100.966100 -2.600000
947820.562650 3100.966100 -2.600000
947822.562650 3100.966100 -2.600000
947824.562650 3100.966100 -2.600000
947826.562650 3100.966100 -2.600000
947828.562650 3100.966100 -2.600000
947830.562650 3100.966100 -2.600000
947832.562650 3100.966100 -2.600000
947834.562650 3100.966100 -2.600000
947836.562650 3100.966100 -2.600000
947838.562650 3100.966100 -2.600000
947840.562650 3100.966100 -2.600000
947842.562650 3100.966100 -2.600000
947844.562650 3100.966100 -9999.000000
947846.562650 3100.966100 -9999.000000
947848.562650 3100.966100 -9999.000000
947850.562650 3100.966100 -9999.000000
947852.562650 3100.966100 -9999.000000
947854.562650 3100.966100 -9999.000000
947856.562650 3100.966100 -9999.000000
947858.562650 3100.966100 -9999.000000
947860.562650 3100.966100 -9999.000000
947862.562650 3100.966100 -9999.000000
947864.562650 3100.966100 -9999.000000
947866.562650 3100.966100 -9999.000000
947868.562650 3100.966100 -9999.000000
947870.562650 3100.966100 -9999.000000
947872.562650 3100.966100 -9999.000000
947874.562650 3100.966100 -9999.000000
947876.562650 3100.966100 -9999.000000
947878.562650 3100.966100 -9999.000000
947880.562650 3100.966100 -9999.000000
947882.562650 3100.966100 -9999.000000
947884.562650 3100.966100 -9999.000000
947886.562650 3100.966100 -9999.000000
947888.562650 3100.966100 -9999.000000
947890.562650 3100.966100 -9999.000000
947892.562650 3100.966100 -9999.000000
947894.562650 3100.966100 -9999.000000
947896.562650 3100.966100 -9999.000000
947898.562650 3100.966100 -9999.000000
947900.562650 3100.966100 -9999.000000
947902.562650 3100.966100 -9999.000000
947904.562650 3100.966100 -9999.000000
947906.562650 3100.966100 -9999.000000
947908.562650 3100.966100 -9999.000000
947910.562650 3100.966100 -9999.000000
947912.562650 3100.966100 -9999.000000
947914.562650 3100.966100 -9999.000000
947916.562650 3100.966100 -9999.000000
947918.562650 3100.966100 -9999.000000
947920.562650 3100.966100 -9999.000000
947922.562650 3100.966100 -9999.000000
947924.562650 3100.966100 -9999.000000
947926.562650 3100.966100 -9999.000000
947928.562650 3100.966100 -9999.000000
947930.562650 3100.966100 -9999.000000
947932.562650 3100.966100 -9999.000000
947934.562650 3100.966100 -9999.000000
947936.562650 3100.966100 -9999.000000
947938.562650 3100.966100 -9999.000000
947940.562650 3100.966100 -9999.000000
947942.562650 3100.966100 -9999.000000
947944.562650 3100.966100 -9999.000000
947946.562650 3100.966100 -9999.000000
947948.562650 3100.966100 -9999.000000
947950.562650 3100.966100 -9999.000000
947952.562650 3100.966100 -1.379585
947954.562650 3100.966100 -1.357358
947956.562650 3100.966100 -1.335131
947958.562650 3100.966100 -1.312903
947960.562650 3100.966100 -1.290676
947962.562650 3100.966100 -1.235824
947964.562650 3100.966100 -1.162258
947966.562650 3100.966100 -1.088302
947968.562650 3100.966100 -1.014345
947970.562650 3100.966100 -9999.000000
947972.562650 3100.966100 -9999.000000
947974.562650 3100.966100 -9999.000000
947976.562650 3100.966100 -9999.000000
947978.562650 3100.966100 -9999.000000
947980.562650 3100.966100 -9999.000000
947982.562650 3100.966100 -9999.000000
947984.562650 3100.966100 -9999.000000
947986.562650 3100.966100 -9999.000000
947988.562650 3100.966100 -9999.000000
947990.562650 3100.966100 -9999.000000
947992.562650 3100.966100 -9999.000000
947994.562650 3100.966100 -9999.000000
947996.562650 3100.966100 -9999.000000
947998.562650 3100.966100 -9999.000000
948000.562650 3100.966100 -9999.000000
948002.562650 3100.966100 -9999.000000
948004.562650 3100.966100 -9999.000000
948006.562650 3100.966100 -9999.000000
948008.562650 3100.966100 -9999.000000
948010.562650 3100.966100 -9999.000000
948012.562650 3100.966100 -9999.000000
948014.562650 3100.966100 -9999.000000
948016.562650 3100.966100 -9999.000000
948018.562650 3100.966100 -9999.000000
948020.562650 3100.966100 -9999.000000
948022.562650 3100.966100 -9999.000000
948024.562650 3100.966100 -9999.000000
948026.562650 3100.966100 -9999.000000
948028.562650 3100.966100 -9999.000000
948030.562650 3100.966100 -9999.000000
948032.562650 3100.966100 -9999.000000
948034.562650 3100.966100 -9999.000000
948036.562650 3100.966100 -9999.000000
948038.562650 3100.966100 -9999.000000
948040.562650 3100.966100 -9999.000000
948042.562650 3100.966100 -9999.000000
948044.562650 3100.966100 -9999.000000
948046.562650 3100.966100 -9999.000000
948048.562650 3100.966100 -9999.000000
948050.562650 3100.966100 -9999.000000
948052.562650 3100.966100 -9999.000000
948054.562650 3100.966100 -9999.000000
948056.562650 3100.966100 -9999.000000
948058.562650 3100.966100 -9999.000000
948060.562650 3100.966100 -9999.000000
948062.562650 3100.966100 -9999.000000
948064.562650 3100.966100 -9999.000000
948066.562650 3100.966100 -9999.000000
948068.562650 3100.966100 -9999.000000
948070.562650 3100.966100 -9999.000000
948072.562650 3100.966100 -9999.000000
948074.562650 3100.966100 -9999.000000
948076.562650 3100.966100 -9999.000000
948078.562650 3100.966100 -9999.000000
948080.562650 3100.966100 -9999.000000
948082.562650 3100.966100 -9999.000000
948084.562650 3100.966100 -9999.000000
948086.562650 3100.966100 -9999.000000
948088.562650 3100.966100 -9999.000000
948090.562650 3100.966100 -9999.000000
948092.562650 3100.966100 -9999.000000
948094.562650 3100.966100 -9999.000000
948096.562650 3100.966100 -9999.000000
948098.562650 3100.966100 -9999.000000
948100.562650 3100.966100 -9999.000000
948102.562650 3100.966100 -9999.000000
948104.562650 3100.966100 -9999.000000
948106.562650 3100.966100 -9999.000000
948108.562650 3100.966100 -9999.000000
948110.562650 3100.966100 -9999.000000
948112.562650 3100.966100 -9999.000000
948114.562650 3100.966100 -9999.000000
948116.562650 3100.966100 -9999.000000
948118.562650 3100.966100 -9999.000000
948120.562650 3100.966100 -9999.000000
948122.562650 3100.966100 -9999.000000
948124.562650 3100.966100 -9999.000000
948126.562650 3100.966100 -9999.000000
948128.562650 3100.966100 -9999.000000
948130.562650 3100.966100 -9999.000000
948132.562650 3100.966100 -9999.000000
948134.562650 3100.966100 -9999.000000
948136.562650 3100.966100 -9999.000000
948138.562650 3100.966100 -9999.000000
948140.562650 3100.966100 -9999.000000
948142.562650 3100.966100 -9999.000000
948144.562650 3100.966100 -9999.000000
948146.562650 3100.966100 -9999.000000
948148.562650 3100.966100 -9999.000000
948150.562650 3100.966100 -9999.000000
948152.562650 3100.966100 -9999.000000
948154.562650 3100.966100 -9999.000000
948156.562650 3100.966100 -9999.000000
948158.562650 3100.966100 -9999.000000
948160.562650 3100.966100 -9999.000000
948162.562650 3100.966100 -9999.000000
948164.562650 3100.966100 -9999.000000
948166.562650 3100.966100 -9999.000000
948168.562650 3100.966100 -9999.000000
948170.562650 3100.966100 -9999.000000
948172.562650 3100.966100 -9999.000000
948174.562650 3100.966100 -9999.000000
948176.562650 3100.966100 -9999.000000
948178.562650 3100.966100 -9999.000000
948180.562650 3100.966100 -9999.000000
948182.562650 3100.966100 -9999.000000
948184.562650 3100.966100 -9999.000000
948186.562650 3100.966100 -9999.000000
948188.562650 3100.966100 -9999.000000
948190.562650 3100.966100 -9999.000000
948192.562650 3100.966100 -9999.000000
948194.562650 3100.966100 -9999.000000
948196.562650 3100.966100 -9999.000000
948198.562650 3100.966100 -9999.000000
948200.562650 3100.966100 -9999.000000
948202.562650 3100.966100 -9999.000000
948204.562650 3100.966100 -9999.000000
948206.562650 3100.966100 -9999.000000
948208.562650 3100.966100 -9999.000000
948210.562650 3100.966100 -9999.000000
948212.562650 3100.966100 -9999.000000
948214.562650 3100.966100 0.000000
948216.562650 3100.966100 0.000000
948218.562650 3100.966100 0.000000
948220.562650 3100.966100 0.000000
948222.562650 3100.966100 0.000000
948224.562650 3100.966100 0.000000
948226.562650 3100.966100 0.000000
948228.562650 3100.966100 0.000000
948230.562650 3100.966100 0.000000
948232.562650 3100.966100 0.000000
948234.562650 3100.966100 0.000000
948236.562650 3100.966100 0.000000
948238.562650 3100.966100 0.000000
948240.562650 3100.966100 0.000000
948242.562650 3100.966100 0.000000
948244.562650 3100.966100 0.000000
948246.562650 3100.966100 0.000000
948248.562650 3100.966100 0.000000
948250.562650 3100.966100 0.000000
948252.562650 3100.966100 0.000000
948254.562650 3100.966100 0.000000
948256.562650 3100.966100 0.000000
948258.562650 3100.966100 0.000000
948260.562650 3100.966100 0.000000
948262.562650 3100.966100 0.000000
948264.562650 3100.966100 0.000000
948266.562650 3100.966100 0.000000
948268.562650 3100.966100 0.000000
948270.562650 3100.966100 0.000000
947816.562650 3102.966100 -2.600000
947818.562650 3102.966100 -2.600000
947820.562650 3102.966100 -2.600000
947822.562650 3102.966100 -2.600000
947824.562650 3102.966100 -2.600000
947826.562650 3102.966100 -2.600000
947828.562650 3102.966100 -2.600000
947830.562650 3102.966100 -2.600000
947832.562650 3102.966100 -2.600000
947834.562650 3102.966100 -2.600000
947836.562650 3102.966100 -2.600000
947838.562650 3102.966100 -2.600000
947840.562650 3102.966100 -2.600000
947842.562650 3102.966100 -2.600000
947844.562650 3102.966100 -9999.000000
947846.562650 3102.966100 -9999.000000
947848.562650 3102.966100 -9999.000000
947850.562650 3102.966100 -9999.000000
947852.562650 3102.966100 -9999.000000
947854.562650 3102.966100 -9999.000000
947856.562650 3102.966100 -9999.000000
947858.562650 3102.966100 -9999.000000
947860.562650 3102.966100 -9999.000000
947862.562650 3102.966100 -9999.000000
947864.562650 3102.966100 -9999.000000
947866.562650 3102.966100 -9999.000000
947868.562650 3102.966100 -9999.000000
947870.562650 3102.966100 -9999.000000
947872.562650 3102.966100 -9999.000000
947874.562650 3102.966100 -9999.000000
947876.562650 3102.966100 -9999.000000
947878.562650 3102.966100 -9999.000000
947880.562650 3102.966100 -9999.000000
947882.562650 3102.966100 -9999.000000
947884.562650 3102.966100 -9999.000000
947886.562650 3102.966100 -9999.000000
